x,y
0.78,0.91166
1.22,0.91166
nan,nan
1.78,0.888068267226
2.22,0.888068267226
nan,nan
2.78,0.886662351885
3.22,0.886662351885
nan,nan
3.78,0.881664661924
4.22,0.881664661924
nan,nan
4.78,0.887523650287
5.22,0.887523650287
nan,nan
