x,y
0.78,0.903656928571
1.22,0.903656928571
nan,nan
1.78,0.910620682496
2.22,0.910620682496
nan,nan
2.78,0.911374205799
3.22,0.911374205799
nan,nan
3.78,0.907281305716
4.22,0.907281305716
nan,nan
4.78,0.90840878502
5.22,0.90840878502
nan,nan
