J,method,xplot,sample_ratio,power_excess,mean_g1,min_g2
4,MERIT,1.095,0.8253968253968254,-0.0019200000000000328,0.86666,0.83865
4,Tabata,2.0949999999999998,1.0,0.029446729465192223,0.8891329308282426,0.8536153531888567
4,ROED-EA,3.0949999999999998,1.0,0.029446729465192223,0.8891329308282426,0.8536153531888567
4,ROED-B,4.095,0.9563492063492064,0.0036812474185191624,0.8703020158161232,0.8145683489679454
4,ROED,5.095,0.9563492063492064,0.0036812474185191624,0.8703020158161232,0.8145683489679454
4,MERIT,1.105,0.8846153846153846,7.999999999996898e-05,0.9345528571428572,0.94406
4,Tabata,2.105,1.0,0.007019667446384714,0.93902856366564,0.937132751049639
4,ROED-EA,3.105,1.0,0.007019667446384714,0.93902856366564,0.937132751049639
4,ROED-B,4.1049999999999995,0.967948717948718,0.0017956926555849906,0.9365276222802175,0.9161253274158775
4,ROED,5.1049999999999995,0.9647435897435898,0.0009046213955432592,0.936078129211908,0.9161253274158775
4,MERIT,1.115,0.9074074074074074,0.009679999999999911,0.8714428571428572,0.88807
4,Tabata,2.1149999999999998,1.0,0.003154108521924326,0.870442863094799,0.8532431505154853
4,ROED-EA,3.1149999999999998,1.0,0.003154108521924326,0.870442863094799,0.8532431505154853
4,ROED-B,4.115,0.9722222222222222,0.0005218232251715804,0.8648923458490131,0.8416201128756106
4,ROED,5.115,0.9629629629629629,0.0015041777219116925,0.8666837432785458,0.8455494264380801
4,MERIT,1.125,0.9078947368421053,0.0040399999999999325,0.9355757142857143,0.9588
4,Tabata,2.125,1.0,0.005146011782824811,0.932108434163587,0.952697743667764
4,ROED-EA,3.125,0.9605263157894737,0.0017574316059588702,0.9347728659828299,0.9277891715546818
4,ROED-B,4.125,0.930921052631579,5.060068162410225e-05,0.9349766107688419,0.9182886058336776
4,ROED,5.125,0.930921052631579,0.000845402651277416,0.9350892205662898,0.9182886058336776
4,MERIT,1.1349999999999998,0.8333333333333334,0.003529999999999922,0.8672514285714286,0.85118
4,Tabata,2.135,1.0,0.0183822087318537,0.8792731809709589,0.8386300014550234
4,ROED-EA,3.135,0.9871794871794872,0.008092205216567283,0.8752354362866216,0.8316315853725748
4,ROED-B,4.135,0.9551282051282052,0.001079980878680331,0.8693472542880628,0.8167769938871319
4,ROED,5.135,0.9487179487179487,0.0012172163087106336,0.8701926638531743,0.8267142836011159
4,MERIT,1.1449999999999998,0.90625,0.0022199999999999998,0.9357592857142857,0.94921
4,Tabata,2.145,1.0,0.004078154016804447,0.9362320033251231,0.9329800828423686
4,ROED-EA,3.145,1.0,0.004078154016804447,0.9362320033251231,0.9329800828423686
4,ROED-B,4.145,0.9817708333333334,0.0024250976856381445,0.9343039312747817,0.9311573110313985
4,ROED,5.145,0.9817708333333334,0.0024250976856381445,0.9343039312747817,0.9311573110313985
4,MERIT,1.1549999999999998,0.8714285714285714,0.0016100000000000003,0.8655871428571429,0.88341
4,Tabata,2.155,1.0,0.01212707528386403,0.8737986614140913,0.8557551709848447
4,ROED-EA,3.155,0.9857142857142858,0.004585730280427747,0.8725143813880415,0.8386493637302623
4,ROED-B,4.155,0.9464285714285714,0.00195417427034994,0.8644326776523642,0.8444400929603431
4,ROED,5.155,0.9357142857142857,0.001683955391097114,0.8642943519050698,0.8444400929603431
4,MERIT,1.1649999999999998,0.925531914893617,0.0022199999999999998,0.9357592857142857,0.94921
4,Tabata,2.165,1.0,0.0002330121001389296,0.9323205202357514,0.9532399669732534
4,ROED-EA,3.165,0.9680851063829787,0.0029862630581923844,0.9340594381267612,0.9395454708148574
4,ROED-B,4.165,0.949468085106383,0.000386196372454517,0.932434104828395,0.9311573110313985
4,ROED,5.165,0.949468085106383,0.0009182322269789545,0.9329198356127577,0.9311573110313985
