index,scenario,g1
1,W1_rho0.00,0.8209947861270347
2,W1_rho0.30,0.8192013540752909
3,W2_rho0.00,0.8166711965539286
4,W2_rho0.30,0.8155160739837217
5,W3_rho0.00,0.81237037622018
6,W3_rho0.30,0.8118473725871043
7,W4_rho0.00,0.8080922052165673
8,W4_rho0.30,0.8081951753040989
9,P1_rho0.00,0.9608958624308072
10,P1_rho0.30,0.9619457362611298
11,P2_rho0.00,0.9558355144214791
12,P2_rho0.30,0.9576183026535344
13,P3_rho0.00,0.9508018156287589
14,P3_rho0.30,0.9533103365490655
