index,scenario,g1
1,W1_rho0.00,0.8020818864523958
2,W1_rho0.30,0.8010799808786804
3,W2_rho0.00,0.8127828432372132
4,W2_rho0.30,0.8121868523201956
5,W3_rho0.00,0.806835025208648
6,W3_rho0.30,0.8066521769072988
7,W4_rho0.00,0.8053554331814764
8,W4_rho0.30,0.8051335883957651
9,P1_rho0.00,0.958440711491942
10,P1_rho0.30,0.9595675541014375
11,P2_rho0.00,0.9524361171287399
12,P2_rho0.30,0.9545280586064973
13,P3_rho0.00,0.9455569580536405
14,P3_rho0.30,0.9482243740689498
