index,scenario,g1
1,W1_rho0.00,0.8012172163087107
2,W1_rho0.30,0.8029975542082854
3,W2_rho0.00,0.8102974990970598
4,W2_rho0.30,0.8105858541720411
5,W3_rho0.00,0.8093751046695522
6,W3_rho0.30,0.8091776369916291
7,W4_rho0.00,0.8084537602409412
8,W4_rho0.30,0.807771866283256
9,P1_rho0.00,0.9483026756509565
10,P1_rho0.30,0.9519557609904274
11,P2_rho0.00,0.95534300296152
12,P2_rho0.30,0.9573134948229712
13,P3_rho0.00,0.9542554973684853
14,P3_rho0.30,0.955650370178603
